Date,Source,Campaign,Spend,Clicks,Impressions,AdGroup,Ad
2023-07-15,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,1,recentlymoved,b1
2023-07-15,Tiktok Ads,12.07.2023wide_DE,2.2,4,335,wide,v4com
2024-02-13,Bloggers,,65.0,38,3032,,
2023-11-08,Bloggers,,60.0,32,593,,
2023-12-06,Telegram posts,,60.0,36,1344,,
2023-07-16,Google Ads,performancemax_eng_DE,75.63,453,49676,,
2023-07-16,Facebook Ads,03.07.23women,0.04,1,5,women,b2
2024-04-10,Bloggers,,60.0,17,14118,,
2023-07-16,Facebook Ads,04.07.23recentlymoved_DE,7.48,14,675,recentlymoved,b2
2024-06-12,Bloggers,,60.0,36,1271,,
2024-04-15,Telegram posts,,55.0,79,7870,,
2023-07-16,Facebook Ads,07.07.23LAL_DE,6.56,13,506,LAL1,b3
2023-07-16,Facebook Ads,07.07.23LAL_DE,2.22,2,186,LAL1,b2
2024-04-24,Bloggers,,55.0,54,1053,,
2023-09-04,Telegram posts,,54.25,52,1663,,
2024-02-02,Telegram posts,,53.2,97,2270,,
2023-07-16,Facebook Ads,05.07.23interests_DE,0.02,0,1,interest_work,b4
2023-07-16,Tiktok Ads,12.07.2023wide_DE,2.16,3,435,wide,v4com
2023-07-16,Facebook Ads,10.07.23wide_com_DE,0.01,0,1,wide,b1com
2023-07-16,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v5
2023-07-16,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v2
2023-07-16,Facebook Ads,10.07.23wide_com_DE,0.06,0,5,wide,b3com
2023-07-16,Tiktok Ads,12.07.2023wide_DE,13.79,30,3170,wide,v3com
2023-07-16,Facebook Ads,02.07.23wide_DE,8.77,15,730,wide,b3
2023-07-16,Facebook Ads,04.07.23recentlymoved_DE,1.28,3,102,recentlymoved,b3
2023-07-16,Facebook Ads,10.07.23wide_com_DE,8.47,13,736,wide,b2com
2023-09-06,Bloggers,,52.0,348,1562,,
2023-07-16,Tiktok Ads,12.07.2023wide_DE,5.92,6,1132,wide,v6com
2023-07-16,Facebook Ads,05.07.23interests_DE,7.73,6,759,interest_programming,b3
2023-08-19,Bloggers,,50.0,140,3897,,
2023-07-16,Facebook Ads,03.07.23women,8.71,8,646,women,b3
2023-07-16,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v1
2023-07-16,Facebook Ads,02.07.23wide_DE,2.34,3,236,wide,b2
2023-11-23,Bloggers,,50.0,59,1435,,
2023-07-17,Facebook Ads,10.07.23wide_com_DE,0.38,0,59,wide,v4com
2023-07-17,Google Ads,performancemax_eng_DE,52.43,414,27564,,
2023-12-22,SMM,,50.0,22,0,,
2023-07-17,Facebook Ads,02.07.23wide_DE,2.35,5,234,wide,b2
2023-07-17,Facebook Ads,05.07.23interests_DE,0.01,0,5,interest_programming,b2
2024-01-03,Bloggers,,50.0,73,3038,,
2023-07-17,Facebook Ads,05.07.23interests_DE,0.01,0,1,interest_dataanalytics,b2
2023-07-17,Facebook Ads,10.07.23wide_com_DE,0.0,0,1,wide,b4com
2023-07-17,Facebook Ads,05.07.23interests_DE,0.37,0,21,interest_work,b2
2023-07-17,Facebook Ads,07.07.23LAL_DE,5.94,11,461,LAL1,b3
2023-07-17,Facebook Ads,02.07.23wide_DE,9.28,24,918,wide,b3
2023-07-17,Facebook Ads,04.07.23recentlymoved_DE,7.55,14,779,recentlymoved,b2
2023-07-17,Facebook Ads,10.07.23wide_com_DE,0.05,0,11,wide,v6com
2024-01-31,Bloggers,,50.0,84,3326,,
2023-07-17,Facebook Ads,04.07.23recentlymoved_DE,0.84,3,105,recentlymoved,b3
2024-02-28,Bloggers,,50.0,0,2542,,
2024-05-01,Bloggers,,50.0,34,1975,,
2023-07-17,Facebook Ads,03.07.23women,0.11,0,14,women,b2
2023-07-17,Tiktok Ads,12.07.2023wide_DE,2.19,6,415,wide,v4com
2024-05-31,SMM,,50.0,83,0,,
2023-07-17,Facebook Ads,07.07.23LAL_DE,2.26,1,209,LAL1,b2
2023-07-17,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v5
2023-07-17,Facebook Ads,07.07.23LAL_DE,0.06,0,10,LAL1,v6com
2024-06-16,Radio,,50.0,0,0,,
2023-07-17,Facebook Ads,10.07.23wide_com_DE,7.97,14,733,wide,b2com
2024-06-17,Radio,,50.0,0,0,,
2024-06-18,Radio,,50.0,0,0,,
2023-07-17,Tiktok Ads,12.07.2023wide_DE,5.84,7,1478,wide,v3com
2023-07-17,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v2
2023-07-17,Facebook Ads,03.07.23women,8.74,20,867,women,b3
2023-07-17,Facebook Ads,10.07.23wide_com_DE,0.05,0,7,wide,b3com
2024-06-19,Radio,,50.0,0,0,,
2023-07-17,Tiktok Ads,12.07.2023wide_DE,2.92,7,737,wide,v6com
2023-07-17,Facebook Ads,05.07.23interests_DE,7.74,15,890,interest_programming,b3
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,0.0,0,1,recentlymoved,b4
2023-07-18,Facebook Ads,15.07.23b_DE,0.06,0,9,b,b3com
2023-07-18,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v1
2023-07-18,Facebook Ads,10.07.23wide_com_DE,3.34,2,236,wide,v3com
2023-07-18,Facebook Ads,15.07.23b_DE,0.54,0,32,b,v6com
2023-07-18,Facebook Ads,03.07.23women,2.62,4,237,women,v5com
2023-07-18,Facebook Ads,03.07.23women,3.92,5,246,women,v4com
2023-07-18,Facebook Ads,03.07.23women,6.89,17,699,women,b3
2023-07-18,Facebook Ads,02.07.23wide_DE,16.07,28,1394,wide,b3
2023-07-18,Tiktok Ads,12.07.2023wide_DE,2.31,3,470,wide,v6com
2023-07-18,Tiktok Ads,12.07.2023wide_DE,15.36,26,3990,wide,v3com
2023-07-18,Facebook Ads,07.07.23LAL_DE,4.94,4,339,LAL1,v3com
2023-07-18,Facebook Ads,10.07.23wide_com_DE,4.87,2,347,wide,v4com
2023-07-18,Facebook Ads,03.07.23women,0.36,1,33,women,b2
2024-06-20,Radio,,50.0,0,0,,
2023-07-18,Facebook Ads,15.07.23b_DE,1.86,1,66,b,v3com
2023-07-18,Facebook Ads,10.07.23wide_com_DE,0.0,0,0,wide,b2com
2023-07-18,Facebook Ads,05.07.23interests_DE,8.59,16,650,interest_programming,v5com
2023-07-18,Facebook Ads,05.07.23interests_DE,1.82,1,167,interest_programming,v4com
2024-06-21,Radio,,50.0,0,0,,
2024-03-12,Telegram posts,,49.9,72,2450,,
2023-07-18,Facebook Ads,03.07.23women,0.58,0,51,women,v3com
2023-07-18,Facebook Ads,10.07.23wide_com_DE,3.32,0,244,wide,v6com
2023-07-18,Facebook Ads,05.07.23interests_DE,2.09,1,164,interest_programming,v6com
2023-07-18,Youtube Ads,youtube_shorts_DE,10.12,17,1891,Com_july_1,ad4
2024-02-16,Bloggers,,45.0,64,1168,,
2023-07-18,Facebook Ads,15.07.23b_DE,3.72,4,277,b,b2com
2023-07-18,Facebook Ads,07.07.23LAL_DE,2.14,1,137,LAL1,v6com
2023-07-18,Google Ads,performancemax_eng_DE,182.81,1245,79082,,
2023-12-14,Telegram posts,,44.0,62,903,,
2024-03-07,Telegram posts,,40.0,43,2924,,
2023-07-18,Facebook Ads,15.07.23b_DE,0.06,0,4,b,b1com
2023-07-18,Telegram posts,,39.75,56,5248,,
2024-05-03,Telegram posts,,36.3,30,3382,,
2023-07-18,Facebook Ads,07.07.23LAL_DE,3.86,4,396,LAL1,v5com
2023-07-18,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_work,v6com
2023-07-18,Facebook Ads,05.07.23interests_DE,2.57,3,176,interest_programming,v3com
2023-10-27,Bloggers,,35.0,21,529,,
2024-03-08,Bloggers,,35.0,3,116,,
2023-07-18,Facebook Ads,02.07.23wide_DE,3.12,9,261,wide,b2
2023-07-18,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_work,v3com
2023-07-18,Facebook Ads,05.07.23interests_DE,0.16,0,13,interest_dataanalytics,v4com
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,1.07,0,54,recentlymoved,v6com
2023-07-18,Facebook Ads,05.07.23interests_DE,0.0,0,3,interest_dataanalytics,v6com
2023-07-18,Tiktok Ads,12.07.2023wide_DE,5.75,5,1383,wide,v4com
2023-07-18,Facebook Ads,03.07.23women,0.02,0,3,women,b4
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,0.01,0,3,recentlymoved,b1
2023-07-18,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_dataanalytics,v5com
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,3.98,3,304,recentlymoved,v5com
2023-07-18,Facebook Ads,15.07.23b_DE,0.14,0,6,b,b4com
2023-07-18,Facebook Ads,07.07.23LAL_DE,4.72,2,309,LAL1,v4com
2023-07-18,Youtube Ads,youtube_shorts_DE,13.38,28,2385,Com_july_1,ad1
2023-07-18,Facebook Ads,05.07.23interests_DE,0.07,0,5,interest_work,v5com
2023-07-18,Facebook Ads,05.07.23interests_DE,0.12,0,11,interest_work,v4com
2024-03-20,Bloggers,,35.0,62,3848,,
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,0.54,3,29,recentlymoved,b3
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,6.29,15,582,recentlymoved,b2
2023-07-18,Youtube Ads,youtube_shorts_DE,7.42,13,1367,Com_july_1,ad2
2023-07-18,Facebook Ads,10.07.23wide_com_DE,4.04,4,348,wide,v5com
2023-07-18,Facebook Ads,15.07.23b_DE,1.08,3,46,b,v4com
2023-07-18,Facebook Ads,03.07.23women,0.97,0,90,women,v6com
2023-07-18,Youtube Ads,youtube_shorts_DE,0.0,0,1,Com_july_1,ad3
2023-07-18,Facebook Ads,15.07.23b_DE,0.82,1,58,b,v5com
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,1.56,2,77,recentlymoved,v3com
2023-07-18,Facebook Ads,04.07.23recentlymoved_DE,2.04,0,157,recentlymoved,v4com
2023-07-19,Facebook Ads,04.07.23recentlymoved_DE,5.57,11,338,recentlymoved,v5com
2023-07-19,Facebook Ads,05.07.23interests_DE,0.14,0,20,interest_programming,v4com
2023-07-19,Facebook Ads,15.07.23b_DE,0.3,0,8,b,v3com
2024-02-07,Telegram posts,,34.0,155,3954,,
2023-07-19,Facebook Ads,03.07.23women,0.06,0,6,women,v6com
2023-07-19,Facebook Ads,05.07.23interests_DE,4.81,6,356,interest_programming,v5com
2023-07-19,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v2
2024-04-04,Telegram posts,,33.55,48,2883,,
2023-07-19,Facebook Ads,02.07.23wide_DE,5.18,6,371,wide,b3
2023-07-19,Facebook Ads,15.07.23b_DE,0.92,1,63,b,b2com
2023-07-19,Facebook Ads,15.07.23b_DE,1.2,0,44,b,v4com
2023-07-19,Tiktok Ads,12.07.2023wide_DE,3.32,3,468,wide,v6com
2023-07-19,Facebook Ads,04.07.23recentlymoved_DE,0.02,0,3,recentlymoved,v6com
2023-07-19,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_dataanalytics,v4com
2023-07-19,Google Ads,performancemax_eng_DE,47.49,408,21944,,
2023-07-19,Youtube Ads,youtube_shorts_DE,9.14,25,2306,Com_july_1,ad4
2024-04-11,Telegram posts,,33.55,34,2113,,
2023-07-19,Facebook Ads,07.07.23LAL_DE,0.55,1,30,LAL1,v5com
2023-07-19,Facebook Ads,15.07.23b_DE,0.02,0,3,b,v6com
2023-07-19,Youtube Ads,youtube_shorts_DE,7.11,13,808,Com_july_1,ad3
2023-07-19,Youtube Ads,youtube_shorts_DE,10.09,10,1198,Com_july_1,ad2
2023-10-17,Bloggers,,33.0,121,1657,,
2024-05-13,Telegram posts,,30.5,83,2546,,
2023-07-21,Bloggers,,30.0,19,1100,,
2023-07-19,Facebook Ads,10.07.23wide_com_DE,3.22,0,215,wide,v5com
2023-07-19,Facebook Ads,10.07.23wide_com_DE,0.02,0,10,wide,v3com
2023-07-19,Youtube Ads,youtube_shorts_DE,4.49,12,775,Com_july_1,ad1
2023-07-19,Facebook Ads,05.07.23interests_DE,0.36,1,22,interest_programming,v3com
2023-07-19,Facebook Ads,04.07.23recentlymoved_DE,0.36,1,22,recentlymoved,v3com
2023-07-19,Facebook Ads,15.07.23b_DE,1.58,2,66,b,v5com
2023-07-19,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v1
2023-07-19,Facebook Ads,03.07.23women,0.26,0,12,women,v3com
2023-07-19,Facebook Ads,02.07.23wide_DE,1.85,0,142,wide,b2
2023-07-19,Tiktok Ads,12.07.2023wide_DE,13.05,13,3202,wide,v3com
2023-07-19,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v5
2023-07-19,Facebook Ads,07.07.23LAL_DE,1.46,1,58,LAL1,v3com
2023-07-19,Facebook Ads,05.07.23interests_DE,0.01,0,1,interest_programming,v6com
2023-07-19,Facebook Ads,04.07.23recentlymoved_DE,0.31,1,30,recentlymoved,v4com
2023-07-19,Tiktok Ads,12.07.2023wide_DE,9.25,18,2722,wide,v4com
2023-07-19,Facebook Ads,07.07.23LAL_DE,0.28,0,18,LAL1,v6com
2023-07-19,Facebook Ads,10.07.23wide_com_DE,2.59,3,187,wide,v4com
2023-07-19,Facebook Ads,03.07.23women,1.91,3,149,women,v5com
2024-01-17,SMM,,30.0,21,0,,
2023-07-19,Facebook Ads,10.07.23wide_com_DE,0.19,0,8,wide,v6com
2024-01-19,Telegram posts,,30.0,42,1180,,
2024-03-01,Telegram posts,,30.0,46,841,,
2024-06-03,Telegram posts,,30.0,121,2351,,
2023-07-19,Facebook Ads,03.07.23women,3.0,3,152,women,v4com
2023-07-19,Facebook Ads,05.07.23interests_DE,0.06,0,3,interest_work,v4com
2023-07-19,Facebook Ads,07.07.23LAL_DE,3.4,0,180,LAL1,v4com
2024-06-04,Telegram posts,,30.0,54,916,,
2023-07-20,Facebook Ads,15.07.23b_DE,0.05,0,3,b,v6com
2023-07-20,Facebook Ads,03.07.23women,1.74,0,82,women,v3com
2023-07-20,Facebook Ads,10.07.23wide_com_DE,1.31,0,59,wide,v3com
2023-07-17,Telegram posts,,29.75,94,1855,,
2023-10-13,Telegram posts,,28.25,116,1984,,
2023-07-20,Facebook Ads,04.07.23recentlymoved_DE,0.71,0,33,recentlymoved,v6com
2023-07-20,Facebook Ads,07.07.23LAL_DE,0.78,0,59,LAL1,v4com
2023-07-20,Youtube Ads,youtube_shorts_DE,2.99,10,788,Com_july_1,ad1
2023-07-20,Facebook Ads,05.07.23interests_DE,0.01,0,2,interest_work,v5com
2023-07-20,Facebook Ads,03.07.23women,0.43,0,35,women,v6com
2023-07-20,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_dataanalytics,v6com
2023-08-17,Telegram posts,,28.05,91,2976,,
2023-07-20,Facebook Ads,15.07.23b_DE,0.02,0,2,b,b4com
2023-07-20,Youtube Ads,youtube_shorts_DE,18.56,34,7928,Com_july_1,ad2
2023-07-20,Facebook Ads,07.07.23LAL_DE,4.14,6,232,LAL1,v3com
2023-12-07,Telegram posts,,26.0,57,2334,,
2023-07-20,Facebook Ads,02.07.23wide_DE,2.29,8,198,wide,b2
2023-07-20,Facebook Ads,05.07.23interests_DE,0.44,0,31,interest_dataanalytics,v4com
2023-07-20,Tiktok Ads,12.07.2023wide_DE,2.72,2,637,wide,v6com
2023-07-17,Bloggers,,25.0,2,3488,,
2023-07-20,Facebook Ads,15.07.23b_DE,0.7,0,43,b,v3com
2023-07-20,Facebook Ads,07.07.23LAL_DE,1.87,0,126,LAL1,v6com
2023-07-20,Facebook Ads,15.07.23b_DE,1.5,1,62,b,v5com
2023-07-20,Facebook Ads,10.07.23wide_com_DE,0.8,1,53,wide,v6com
2023-07-20,Tiktok Ads,12.07.2023wide_DE,13.39,18,5315,wide,v4com
2023-07-20,Youtube Ads,youtube_shorts_DE,8.95,31,3465,Com_july_1,ad4
2023-07-20,Facebook Ads,04.07.23recentlymoved_DE,5.57,7,417,recentlymoved,v5com
2023-07-14,Telegram posts,,24.25,40,6061,,
2023-07-20,Tiktok Ads,12.07.2023wide_DE,10.89,20,3945,wide,v3com
2023-07-20,Facebook Ads,05.07.23interests_DE,0.5,0,24,interest_programming,v4com
2023-07-20,Facebook Ads,04.07.23recentlymoved_DE,0.08,1,12,recentlymoved,v4com
2024-04-21,Bloggers,,23.5,10,3797,,
2023-07-20,Facebook Ads,10.07.23wide_com_DE,2.11,0,109,wide,v4com
2023-07-20,Facebook Ads,15.07.23b_DE,0.0,0,1,b,b1com
2024-01-17,Telegram posts,,22.3,47,1233,,
2023-07-20,Facebook Ads,05.07.23interests_DE,0.94,1,40,interest_programming,v3com
2023-07-20,Facebook Ads,05.07.23interests_DE,4.69,6,327,interest_programming,v5com
2023-07-20,Facebook Ads,04.07.23recentlymoved_DE,0.8,0,50,recentlymoved,v3com
2023-08-04,Telegram posts,,20.0,34,2797,,
2023-08-10,Bloggers,,20.0,53,2322,,
2023-07-20,Facebook Ads,03.07.23women,1.54,0,113,women,v4com
2023-07-20,Facebook Ads,02.07.23wide_DE,5.47,10,413,wide,b3
2023-07-20,Google Ads,performancemax_eng_DE,171.79,1064,45739,,
2023-10-19,Bloggers,,20.0,22,1639,,
2023-07-20,Facebook Ads,07.07.23LAL_DE,0.11,0,6,LAL1,v5com
2023-07-20,Facebook Ads,02.07.23wide_DE,5.33,8,418,wide,b4
2023-07-20,Facebook Ads,05.07.23interests_DE,0.16,0,14,interest_work,v4com
2023-07-20,Facebook Ads,03.07.23women,2.72,1,257,women,v5com
2023-07-20,Facebook Ads,10.07.23wide_com_DE,2.77,5,260,wide,v5com
2023-07-20,Facebook Ads,15.07.23b_DE,4.08,7,254,b,b2com
2023-07-21,Facebook Ads,15.07.23b_DE,1.22,1,51,b,v5com
2023-07-21,Facebook Ads,02.07.23wide_DE,0.07,0,8,wide,b4
2024-01-16,Bloggers,,20.0,58,1052,,
2024-03-21,Bloggers,,20.0,28,1289,,
2023-07-21,Facebook Ads,07.07.23LAL_DE,1.22,0,91,LAL1,v5com
2023-07-21,Google Ads,performancemax_eng_DE,154.35,795,78404,,
2024-05-03,Telegram posts,,20.0,74,1493,,
2023-07-21,Facebook Ads,04.07.23recentlymoved_DE,3.92,4,326,recentlymoved,v5com
2023-07-21,Facebook Ads,05.07.23interests_DE,0.17,1,9,interest_work,v4com
2024-01-23,Telegram posts,,17.4,73,1555,,
2023-07-21,Facebook Ads,04.07.23recentlymoved_DE,2.64,1,126,recentlymoved,v3com
2023-07-21,Facebook Ads,07.07.23LAL_DE,3.92,4,175,LAL1,v3com
2023-07-21,Facebook Ads,03.07.23women,0.6,0,58,women,v5com
2024-04-12,Telegram posts,,16.5,34,1812,,
2023-07-21,Facebook Ads,10.07.23wide_com_DE,1.57,1,77,wide,v3com
2023-07-21,Facebook Ads,04.07.23recentlymoved_DE,0.3,0,20,recentlymoved,v6com
2023-07-21,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v5
2023-07-21,Facebook Ads,03.07.23women,4.12,1,186,women,v3com
2023-07-21,Facebook Ads,15.07.23b_DE,0.53,1,27,b,v3com
2023-07-21,Tiktok Ads,12.07.2023wide_DE,3.68,5,804,wide,v6com
2023-07-21,Facebook Ads,03.07.23women,0.06,0,6,women,v6com
2023-07-21,Facebook Ads,05.07.23interests_DE,0.1,0,1,interest_dataanalytics,v4com
2024-04-03,Telegram posts,,15.85,35,1572,,
2023-07-21,Facebook Ads,05.07.23interests_DE,3.61,6,258,interest_programming,v5com
2023-12-22,SMM,,14.52,3,806,promoposts_b,promo4
2023-07-21,Facebook Ads,10.07.23wide_com_DE,4.3,4,206,wide,v4com
2023-07-21,Youtube Ads,youtube_shorts_DE,11.42,13,2398,Com_july_1,ad4
2023-07-21,Facebook Ads,04.07.23recentlymoved_DE,0.54,2,32,recentlymoved,v4com
2023-07-21,Facebook Ads,05.07.23interests_DE,3.14,4,171,interest_programming,v3com
2023-07-21,Youtube Ads,youtube_shorts_DE,3.96,9,723,Com_july_1,ad1
2023-12-21,SMM,,14.44,2,868,promoposts_b,promo4
2023-12-23,SMM,,14.24,2,781,promoposts_b,promo4
2023-07-21,Facebook Ads,10.07.23wide_com_DE,1.26,0,71,wide,v5com
2023-07-21,Facebook Ads,07.07.23LAL_DE,1.27,2,69,LAL1,v4com
2023-07-21,Youtube Ads,youtube_shorts_DE,29.66,47,7971,Com_july_1,ad2
2023-07-21,Facebook Ads,03.07.23women,2.52,0,123,women,v4com
2024-01-22,Telegram posts,,14.2,74,1155,,
2023-07-21,Facebook Ads,05.07.23interests_DE,0.25,0,18,interest_programming,v4com
2023-07-21,Facebook Ads,15.07.23b_DE,0.23,0,16,b,v4com
2023-07-21,Tiktok Ads,12.07.2023wide_DE,8.64,10,3032,wide,v4com
2023-07-21,Facebook Ads,10.07.23wide_com_DE,0.47,0,25,wide,v6com
2023-07-21,Facebook Ads,02.07.23wide_DE,4.72,12,323,wide,b3
2023-08-14,Telegram posts,,14.0,21,634,,
2023-07-21,Tiktok Ads,12.07.2023wide_DE,16.72,22,4317,wide,v3com
2023-07-21,Facebook Ads,07.07.23LAL_DE,1.27,1,31,LAL1,v6com
2023-07-21,Facebook Ads,15.07.23b_DE,4.85,6,257,b,b2com
2023-07-21,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v2
2023-07-21,Facebook Ads,02.07.23wide_DE,4.62,10,340,wide,b2
2023-07-21,Facebook Ads,05.07.23interests_DE,0.18,0,8,interest_programming,v6com
2023-07-22,Facebook Ads,02.07.23wide_DE,11.35,18,959,wide,b2
2023-08-01,Telegram posts,,13.5,53,3728,,
2023-11-03,SMM,,13.46,1,929,promoposts_b,promo3
2023-07-22,Facebook Ads,05.07.23interests_DE,0.28,0,14,interest_dataanalytics,v4com
2023-07-22,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_dataanalytics,v5com
2023-10-31,SMM,,13.0,2,1035,promoposts_b,promo3
2023-11-01,SMM,,12.98,3,1043,promoposts_b,promo3
2023-07-22,Facebook Ads,05.07.23interests_DE,1.04,0,49,interest_programming,v4com
2023-07-22,Facebook Ads,05.07.23interests_DE,3.36,1,192,interest_programming,v3com
2023-12-24,SMM,,12.74,1,699,promoposts_b,promo4
2023-07-22,Facebook Ads,04.07.23recentlymoved_DE,6.23,6,448,recentlymoved,v6com
2023-07-22,Facebook Ads,03.07.23women,0.17,0,16,women,v6com
2023-07-22,Facebook Ads,07.07.23LAL_DE,2.16,0,94,LAL1,v4com
2023-07-22,Facebook Ads,15.07.23b_DE,0.04,0,1,b,b1com
2023-07-22,Facebook Ads,15.07.23b_DE,1.07,0,28,b,v3com
2023-07-22,Facebook Ads,15.07.23b_DE,3.41,1,136,b,v5com
2023-07-22,Tiktok Ads,12.07.2023wide_DE,0.0,0,0,wide,v5
2023-07-22,Tiktok Ads,12.07.2023wide_DE,13.95,25,3975,wide,v3com
2023-11-02,SMM,,12.11,2,866,promoposts_b,promo3
2023-07-22,Facebook Ads,04.07.23recentlymoved_DE,7.93,8,601,recentlymoved,v5com
2023-07-22,Facebook Ads,15.07.23b_DE,0.0,0,1,b,b4com
2023-07-22,Tiktok Ads,12.07.2023wide_DE,4.47,3,1086,wide,v6com
2023-07-22,Facebook Ads,03.07.23women,0.42,0,17,women,v5com
2023-07-22,Facebook Ads,05.07.23interests_DE,8.89,10,593,interest_programming,v5com
2023-11-04,SMM,,12.0,3,837,promoposts_b,promo3
2023-07-22,Facebook Ads,02.07.23wide_DE,0.08,0,6,wide,b4
2023-07-22,Facebook Ads,04.07.23recentlymoved_DE,0.53,0,30,recentlymoved,v4com
2023-07-22,Facebook Ads,03.07.23women,14.89,33,937,women,b3
2023-07-22,Facebook Ads,03.07.23women,0.38,1,19,women,v4com
2023-07-22,Google Ads,performancemax_eng_DE,35.04,232,27467,,
2023-10-05,Telegram posts,,11.75,47,1062,,
2023-07-22,Facebook Ads,02.07.23wide_DE,12.23,24,790,wide,b3
2023-07-22,Facebook Ads,07.07.23LAL_DE,4.69,1,181,LAL1,v3com
2023-07-22,Youtube Ads,youtube_shorts_DE,3.85,11,1043,Com_july_1,ad1
2023-07-22,Facebook Ads,03.07.23women,0.28,0,18,women,v3com
2023-07-22,Facebook Ads,05.07.23interests_DE,2.05,3,160,interest_programming,v6com
2023-11-11,SMM,,10.84,1,647,promoposts_b,promo3
2023-07-22,Facebook Ads,07.07.23LAL_DE,8.06,7,639,LAL1,v6com
2023-11-08,SMM,,10.66,4,751,promoposts_b,promo3
2023-07-22,Facebook Ads,15.07.23b_DE,0.9,0,52,b,v6com
2023-07-22,Facebook Ads,04.07.23recentlymoved_DE,1.52,0,53,recentlymoved,v3com
2023-07-22,Youtube Ads,youtube_shorts_DE,12.0,16,1970,Com_july_1,ad4
2023-07-22,Facebook Ads,15.07.23b_DE,8.56,6,417,b,b2com
2023-07-22,Facebook Ads,15.07.23b_DE,2.24,2,66,b,v4com
2023-07-22,Tiktok Ads,12.07.2023wide_DE,11.58,19,4929,wide,v4com
2023-11-09,SMM,,10.56,1,723,promoposts_b,promo3
2023-07-22,Facebook Ads,07.07.23LAL_DE,2.63,2,191,LAL1,v5com
2023-07-22,Youtube Ads,youtube_shorts_DE,29.17,29,6659,Com_july_1,ad2
2023-07-22,Facebook Ads,05.07.23interests_DE,0.71,1,29,interest_work,v4com
2023-07-22,Facebook Ads,15.07.23b_DE,0.02,0,3,b,b3com
2023-07-23,Facebook Ads,03.07.23women,0.06,0,6,women,v4com
2023-07-23,Youtube Ads,youtube_shorts_DE,15.43,25,4703,Com_july_1,ad1
2023-07-23,Facebook Ads,15.07.23b_DE,2.8,2,95,b,v6com
2023-07-23,Facebook Ads,05.07.23interests_DE,6.66,3,482,interest_programming,v5com
2023-07-23,Facebook Ads,04.07.23recentlymoved_DE,9.35,8,812,recentlymoved,v6com
2023-07-23,Facebook Ads,02.07.23wide_DE,7.82,16,659,wide,b2
2023-07-23,Facebook Ads,15.07.23b_DE,0.55,0,22,b,v3com
2023-07-23,Youtube Ads,youtube_shorts_DE,23.4,17,6844,Com_july_1,ad2
2023-11-07,SMM,,10.37,0,733,promoposts_b,promo3
2023-07-23,Facebook Ads,05.07.23interests_DE,0.0,0,1,interest_work,v6com
2023-07-23,Facebook Ads,03.07.23women,13.45,29,1040,women,b3
2023-07-23,Facebook Ads,04.07.23recentlymoved_DE,0.2,0,13,recentlymoved,v4com
2023-07-23,Facebook Ads,07.07.23LAL_DE,1.04,0,63,LAL1,v5com
2023-07-23,Tiktok Ads,12.07.2023wide_DE,15.41,28,4743,wide,v3com
2023-07-23,Facebook Ads,07.07.23LAL_DE,12.91,18,1041,LAL1,v6com
2023-11-10,SMM,,10.1,1,610,promoposts_b,promo3
2023-07-23,Facebook Ads,03.07.23women,0.24,0,11,women,v3com
2023-07-23,Facebook Ads,04.07.23recentlymoved_DE,3.6,7,350,recentlymoved,v5com
2023-07-23,Youtube Ads,youtube_shorts_DE,5.34,9,971,Com_july_1,ad4
2023-12-25,SMM,,10.0,1,593,promoposts_b,promo4
2023-07-23,Facebook Ads,05.07.23interests_DE,3.71,3,304,interest_programming,v6com
2023-07-23,Facebook Ads,15.07.23b_DE,4.28,2,194,b,v5com
2023-07-23,Tiktok Ads,12.07.2023wide_DE,3.92,5,1046,wide,v6com
2023-07-23,Tiktok Ads,12.07.2023wide_DE,10.59,13,3960,wide,v4com
2023-07-23,Facebook Ads,02.07.23wide_DE,12.52,16,888,wide,b3
2024-03-15,Telegram posts,,10.0,25,1208,,
2024-05-02,Telegram posts,,10.0,13,1304,,
